Entity,Frequency
cll progression start treatment,1
cll patientssurvivor care partner join person,1
cll patientpower mdandersonnews,1
cll patient cll patientpower,1
cll patient ireland,1
cll patient know blood work,1
cll patient know drug ibrutinib  uk acalabrutinib,1
cll patient lab result impact care andrew schorr,1
cll patient later line therapy,1
cll patient leusm leukemia,1
cll patient leusm patientpower,1
cll patient live australia,1
cll patient live diagnosis,1
cll patient live impact,1
cll patient live webinar adamkittai hematologist,1
cll patient lleukaemia leukemia,1
cll patient llsusa,1
cll patient meet primary endpoint checkorphan,1
cll patient minimize risk exposure coronavirus,1
cll patient mother young child share story,1
cll patient need late edition,1
cll patient need watch,1
cll patient network social medium patient opinion leader,1
cll patient northwellhealth hematologicmalignancie,1
cll patient notch1 regulatory pathway mutation cll leusm hematology,1
cll patient novel target agent cllsm,1
cll patient obinutuzumab bendamustine,1
cll patient obvious molecular player,1
cll patient iwcll17,1
cll patient increase risk infection leukaemia bloodcancer haematology charity charitytuesday,1
cll patient oncology biosimulation,1
cll patient importance delay,1
cll patient community,1
cll patient complete response rate increase time long - term ibrutinib,1
cll patient currently treatment btk inhibitor mindful,1
cll patient danielle brander,1
cll patient deb talk access issue prof hallek,1
cll patient definition ki intolerance anthonymatomd,1
cll patient dr  saltzman leader,1
cll patient dr brian koffman,1
cll patient ehahematology leukemia cancer,1
cll patient ensure,1
cll patient family,1
cll patient family patient,1
cll patient fda,1
cll patient gcllsg,1
cll patient genome,1
cll patient geramline variance,1
cll patient gerionc geriheme,1
cll patient great uk expert help,1
cll patient group advocate bloodcancer organisation support cll,1
cll patient help,1
cll patient high response rate obinutuzumabibrutinib combo phase,1
cll patient ibrutinib bloodjournal,1
cll patient idelalisib zydelig experience,1
cll patient oncology,1
cll patient p deletion,1
cll patientpower leukemia leusm,1
cll patient study variance mutation atm gene,1
cll patient take,1
cll patient thank share tobyeyre82,1
cll patient therapy rest,1
cll patient theusonetwork,1
cll patient thought shield interim report survey,1
cll patient treat ibrutinib,1
cll patient treat novel oral therapy poster,1
cll patient treat venetoclax,1
cll patient treat venetoclax cancer therapy advisor,1
cll patient treat venetoclax cll leusm hematology,1
cll patient treatment rigshospitalet,1
cll patient uofr leukemia bloodcancer,1
cll patient value meeting,1
cll patient virus,1
cll patient vjhemonc rigshospitalet leukemia,1
cll patient watch,1
cll patient wonder watch,1
cll patientcafe participant,1
cll patienteninformation ash2018,1
cll patientpower andrewschorr,1
cll patientpower andrewschorr columbiamed leukemia,1
cll patientpower andrewschorr leukemia,1
cll patientpower cll leukemia,1
cll patient switch med lifestyle change,1
cll patient story john gribben,1
cll patient partnership,1
cll patient story cancer leukemia,1
cll patient patient advocate ash meeting dr siddiqi,1
cll patient patientpower mdandersonnews leukemia,1
cll patient period watch,1
cll patient perspective peter dorfman vice - chair cll patient advocacy group,1
cll patient phase,1
cll patient plan research patient population,1
cll patient power4patient,1
cll patient prevention,1
cll patient prof leblond,1
cll patient read article,1
cll patient refractory ibrutinib,1
cll patient regardless  status usfda cc anthonymatomd excellent decision patient,1
cll patient research expert,1
cll patient reshape venetoclax treatment bloodadvance,1
cll patient respond car t cell therapy,1
cll patient respond leukaemiacareuk survey cllsupport nylcandcll,1
cll patient rest live prof gribben prof stilgenbauer,1
cll patient risk,1
cll patient risk adverse event,1
cll patient risk certain outcome,1
cll patient select cll treatment pandemic btk,1
cll patient shareaholic,1
cll patient stephan stilgenbauer uniulm ash17 ashhematology,1
cll pt important clonoseq,1
cll pt need target therapy cllsm,1
cll pt onclive,1
cll signal pathway uofgcancersci crukbi,1
cll silvia deaglio,1
cll sio2016,1
cll siog16,1
cll size fit disease,1
cll slide ashhematology,1
cll sll  survival,1
cll sll abbvie inc nyseabbv,1
cll sll cancersuck,1
cll sll category health news,1
cll sll pmbcl,1
cll sll stage system,1
cll sll thank funder,1
cll sllcategory health newscreate,1
cll sllhttpstcodrpazqedz3,1
cll sloankettering,1
cll slut,1
cll smm newindication,1
cll social study student  talk child support degree,1
cll social study student ray,1
cll socialwork warwicksocwork,1
cll society adaptive biotechnology,1
cll society alert,1
cll society ash day feature success,1
cll silent auction,1
cll signal,1
cll society cll leusm,1
cll sign,1
cll section,1
cll sector heat abbvieroche,1
cll sedlaceklisa tdevil15,1
cll sehhseth17 drjacquelinebarrientos sehhseth17,1
cll select bestofash,1
cll series,1
cll session  kirsten fischer present result practice - change  trial session chair,1
cll session  leukemia symposium,1
cll session ash chair professor,1
cll session expert discussion cll update,1
cll session fret,1
cll session mpncll16,1
cll sfc,1
cll sfc thecommission,1
cll share experience deal friend reaction cancer cll cancersupport,1
cll share experience focus group manchester london,1
cll share story,1
cll shareaholic,1
cll shoutout,1
cll shynron mx cll,1
cll sick issue,1
cll side coin leukemia leusm,1
cll siglec leukemiajnl,1
cll society ash day update,1
cll society moment,1
cll pt outcome stem cell transplant influence,1
cll st 0 - 2 gooooool,1
cll st 0 - 3 unidasporelobjetivo,1
cll st 0 - 3 yanina lpez por karina vega unidasporelobjetivo,1
cll st 0 - 4 damia cortaza unidasporelobjetivo,1
cll st 0 - 4 gooooool  lacoste unidasporelobjetivo,1
cll st 0 - 4 neily carrasquel por damia cortaza unidasporelobjetivo,1
cll st 0 - 4 ngele portillo por karina vega unidasporelobjetivo,1
cll st 0 - 5 gooooool liz pea unidasporelobjetivo,1
cll st 0 - 5 liz pea unidasporelobjetivo,1
cll st 0 - 7 liza larrea,1
cll st 0 - 7 paola gene unidasporelobjetivo,1
cll st 0 - 8 karina vega unidasporelobjetivo,1
cll st 1 - 5 unidasporelobjetivo,1
cll st 3 - 2 gooool,1
cll st 3 - 2 unidasporelobjetivo,1
cll st 3 - 3 gooooool carmen,1
cll st 3 - 3 unidasporelobjetivo,1
cll st gooooooool,1
cll st gooooooool fabiola sandoval unidasporelobjetivo,1
cll st gooooooool liz pea unidasporelobjetivo,1
cll st gooooooooooooolllll  larrea,1
cll staging,1
cll staging impact treatment care dr kerry rogers osucccjame,1
cll stall pride mood flashback,1
cll st 0 - 3 gooooool liz pea unidasporelobjetivo,1
cll st 0 - 1 liza larrea,1
cll society newsletter dr byrd acp-196 dr furman,1
cll st 0 - 1 gooooooool,1
cll society patient caregiver education forum,1
cll society patient support group detail,1
cll society q tribune,1
cll society registration open oct global virtual patient caregiver educational forum cll expert,1
cll society sponsor support group meeting,1
cll society tribune  letter,1
cll society work,1
cll softball,1
cll solo sokos hotel torni tampere,1
cll sopheon spe,1
cll space,1
cll specialist ask,1
cll specialist dedicated researcher,1
cll specialist dr  hill clevelandclinic,1
cll specialist inc dr  mdandersonnews cll landscape cover provider patient perspective,1
cll specialtyptime,1
cll speech communication language,1
cll spn pancreas,1
cll spnnande,1
cll spotleukaemia welcome family professor  fegan,1
cll ssbd,1
cll st  - 9 unidasporelobjetivo,1
cll st  gool karina vega unidasporelobjetivo,1
cll seattlecca,1
cll sdf louisville texpat easterwood airport,1
cll sdcl,1
cll reference epigenome study,1
cll regimen mrd,1
cll register feb event,1
cll registry sharman,1
cll rel hsbk acc thrl mct ashm,1
cll relapse advance treatment relapse - refractory cll bloodworkapp,1
cll relapse advice powerfulpatient,1
cll relapse retreat fcr,1
cll remainng kid absolute trooper,1
cll remission,1
cll remission asco17,1
cll report ash2019 scrip,1
cll research acalabrutinib analysis cardiovascular event,1
cll research cluster umanitoba,1
cll research identification leukemia risk gene,1
cll research mayocancercare,1
cll research norway,1
cll research patientpower,1
cll research poglrc,1
cll research ublituximab,1
cll research update offer hope,1
cll research update offer hope patient patientpower,1
cll research video dr  sharman,1
cll researcher,1
cll reflection dr  leukemiamda,1
cll reference epigenome,1
cll scoutsbsa,1
cll redx gmr aau jog bhmg bvc hgt mtr,1
cll pt rx  pd ng small cll clone present btk mut plcg2 mut btk mut predict - short pfs,1
cll pt severe comorbiditie,1
cll pt sign  cll edu event,1
cll pt tx inactivate vaccine,1
cll pt year,1
cll ptcl,1
cll ptcl open nciresearchctr j exp med review,1
cll ptfamily member,1
cll publish,1
cll pubmed ncbi oncology,1
cll r - benda,1
cll r associate,1
cll rafefurst saispas75 micheledeane ourgreennation,1
cll randd,1
cll ranger cheerlabellangenfeld,1
cll rationale,1
cll rct,1
cll rdchat,1
cll readbyqxmd,1
cll readmore twitterstorian,1
cll real - world,1
cll record,1
cll reduction,1
cll resistance mechanism ibrutinib,1
cll resistant treatment,1
cll response criterion hi17,1
cll response durable cr patient progression - free additional treatment require,1
cll role,1
cll role chemo chemo,1
cll role chemo chemo bloodcancer cll,1
cll roleplay stickman,1
cll ror,1
cll roundtable ash17 dr jennifer brown danafarber,1
cll routine practice leusm,1
cll rt leukaemia cancer charity,1
cll run,1
cll rural practice,1
cll rx naive cll rx - naive cw uk phase,1
cll saa itm ztf,1
cll saddleworth pennine,1
cll saglife,1
cll samentegenkanker hoop,1
cll sas team,1
cll satellite cme pplc16,1
cll save seat,1
cll sc royalty halo,1
cll scholarship mrlewis8,1
cll science,1
cll scig program jan,1
cll scl,1
cll roche abbvie,1
cll roche,1
cll ro modulation,1
cll revolution,1
cll restructure,1
cll result impact care treatment plan test,1
cll result randomized study,1
cll retreatment patientpower andrewschorr,1
cll retreatment patientpower andrewschorr leukemia,1
cll returning,1
cll reuters,1
cll review  medscape,1
cll review molecular prognostication,1
cll review role mrd,1
cll reward,1
cll rmv dev,1
cll rhythm,1
cll richter ashhematology,1
cll richter transformation cllsm,1
cll richter transfromphii,1
cll richters blooducation,1
cll richterssyndrome,1
cll richterssyndrome mdandersonnews,1
cll right ashhematology ash19 hope,1
cll risk infection year diagnosis detail model leukemia oncology riskmanagement,1
cll rituxan,1
cll patient cllsm leusm,1
cll patient cll expert dr  weillcornell,1
cll start,1
cll leusm cllsm clinicaltrial,1
cll leusm gcllsg ukkoeln,1
cll leusm leukemia healthjournalism,1
cll leusm leukemia microenvironment,1
cll leusm leukemia patientpower,1
cll leusm leukemia ukkoeln,1
cll leusm naturecomms,1
cll leusm neoplasia,1
cll leusm patientempowerment,1
cll leusm patientpower,1
cll leusm targettherapy,1
cll leusm va onclive,1
cll licensing trial,1
cll life chat,1
cll lifelonglearning,1
cll lifelonglearning adulteducation,1
cll lifesurfer11 sapphrene,1
cll lifesurfer11 sapphrene carolshade  cj959,1
cll lifesurfer11 sapphrene carolshade midwestfantasy deviousvi88,1
cll lifetime ash19 help patient,1
cll lifetime info booklet,1
cll limit evidence,1
cll line,1
cll line change treatment landscape,1
cll leusm endcancer immunotherapy,1
cll leusm cancertheradvsr,1
cll line treatment recommendation,1
cll leusm cancer,1
cll leukemia cancer ibrutinib,1
cll leukemia cancer lymphoma,1
cll leukemia cell patient,1
cll leukemia chronic lymphocyticleukemia,1
cll leukemia fightcancer,1
cll leukemia hematology myeloma,1
cll leukemia hematologyoncology bloodcancer cancer,1
cll leukemia leusm cancer oncology vjoncology,1
cll leukemia lymphocyticleukemia abbvie eucommission,1
cll leukemia lymphocyticleukemia cancer pfizer,1
cll leukemia lymphoma cart drugtrial immunotherapy gofundme,1
cll leukemia lymphoma immunotherapy inmunoonc,1
cll leukemia obinutuzumab comorbiditie acpma acpmachapter nejm dr abramson massgeneral,1
cll leukemia oncology cancer chroniclymphocyticleukemia,1
cll leukemia patient survival ibrutinib discontinuation leukemiamda journalcancer,1
cll leukemia resource page,1
cll leukemia utswcancer awandoc,1
cll leukemia zoomer,1
cll leukemiajnl,1
cll leukemialympho,1
cll leukemiamda cancerresearch,1
cll leuksm,1
cll leusm bcam,1
cll line optimize maintenance novel treatment approach relapsedrefractory cll,1
cll line trial,1
cll leukemia bmedcancertrial,1
cll low toxicity inclusion venetoclax regimen,1
cll lthtrust,1
cll lucha,1
cll luchalibre,1
cll luchalibre luchalibrechilena,1
cll luekemia oncology,1
cll lylcl,1
cll lymfekrft,1
cll lymfekrft mds livskvalitet,1
cll lymphocytosis,1
cll lymphoma breastcancer patient keto funding support,1
cll lymphoma conf,1
cll lymphoma conf thebloomappeal,1
cll lymphoma conf thebloomappeal hiliverpool,1
cll lymphoma conference,1
cll lymphoma conference thebloomappeal cover fatigue working clinicaltrial,1
cll lymphoma delta t cell immunotherapy chronic lymphocytic leukemia,1
cll lymphoma exosome cancer associate fibroblast partner crime,1
cll lymphoma immunotherapy research,1
cll lymphoma lymphoma,1
cll lymphoma myeloma,1
cll lymphoma patient carer,1
cll lymphoma patient carer ireland share experience,1
cll lymphoma patient check support available llsusa,1
cll lrarfortbildning,1
cll low response,1
cll lineage,1
cll loveit,1
cll link region dnahttpstcojjxwmequsw,1
cll liso - cel,1
cll liso - cel monotherapy patient,1
cll listen min pure excitement,1
cll literacywork,1
cll live life,1
cll livecll16,1
cll livingthedream carnivalentertainment,1
cll livingwell,1
cll llanbedrdc booktrustcymru,1
cll llc,1
cll lliberal debat compartir opinion,1
cll llsnatcap asco update,1
cll location extent,1
cll log community service hour benefit organization,1
cll lok fdsa rle fan fpeo,1
cll lonestar love,1
cll long - term,1
cll long - term journey,1
cll long await datum cll12,1
cll long fret number,1
cll love living cll bloodcancerawarenessmonth test knowledge visit,1
cll love story,1
cll leukemia cancer frontline cancer newsletter,1
cll leukemia ash2019  stanfordwellmd,1
cll patient cll abbvieroche drug,1
